id	img	label
2581	BErRecordID_2581_T1.nii	4
5318	BErRecordID_5318_T1.nii	4
1627	BErRecordID_1627_T1.nii	4
3061	BErRecordID_3061_T1.nii	4
0647	BErRecordID_0647_T1.nii	4
4521	BErRecordID_4521_T1.nii	4
2310	BErRecordID_2310_T1.nii	4
4676	BErRecordID_4676_T1.nii	4
6111	BErRecordID_6111_T1.nii	4
0074	BErRecordID_0074_T1.nii	4
3286	BErRecordID_3286_T1.nii	4
3665	BErRecordID_3665_T1.nii	4
2974	BErRecordID_2974_T1.nii	4
1887	BErRecordID_1887_T1.nii	4
1913	BErRecordID_1913_T1.nii	4
3011	BErRecordID_3011_T1.nii	4
3546	BErRecordID_3546_T1.nii	4
